ID	Word 	Lemma	Pos	Extra	Features	Headposition	Relation		EverythingElse
423	мнения	мнение	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Plur	_	_	_	@kvs1980m-words#@kvs1980m#2111.511#2111.835
424	и	и	CCONJ	_	_	_	_	_	@kvs1980m-words#@kvs1980m#2111.835#2112.159
425	настроения	настроение	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Plur	_	_	_	@kvs1980m-words#@kvs1980m#2112.159#2112.483
426	твоей	твой	DET	_	Case=Gen|Gender=Fem|Number=Sing	_	_	_	@kvs1980m-words#@kvs1980m#2112.483#2112.807
427	аудитории	аудитория	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@kvs1980m-words#@kvs1980m#2112.807#2113.131
428	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@kvs1980m-words#@kvs1980m#2113.131#2113.455
429	интересны	интересный	ADJ	_	Degree=Pos|Number=Plur|Variant=Short	_	_	_	@kvs1980m-words#@kvs1980m#2113.455#2113.779
430	потому	потому	ADV	_	Degree=Pos	_	_	_	@kvs1980m-words#@kvs1980m#2113.779#2114.103
431	что	что	SCONJ	_	_	_	_	_	@kvs1980m-words#@kvs1980m#2114.103#2114.427
432	в	в	ADP	_	_	_	_	_	@kvs1980m-words#@kvs1980m#2114.427#2114.751
433	этом	этот	DET	_	Case=Loc|Gender=Masc|Number=Sing	_	_	_	@kvs1980m-words#@kvs1980m#2114.751#2115.075
434	сонме	сонм	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@kvs1980m-words#@kvs1980m#2115.075#2115.399
435	небожителей	небожитель	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@kvs1980m-words#@kvs1980m#2115.399#2115.723
436	ютубовских	ютубовский	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	_	_	_	@kvs1980m-words#@kvs1980m#2115.723#2116.047
437	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@kvs1980m-words#@kvs1980m#2116.047#2116.371
438	белая	белый	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@kvs1980m-words#@kvs1980m#2116.371#2116.695
439	овца	овца	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@kvs1980m-words#@kvs1980m#2116.695#2117.019
440	по	по	ADP	_	_	_	_	_	@kvs1980m-words#@kvs1980m#2117.019#2117.343
441	крайней	крайний	ADJ	_	Case=Dat|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@kvs1980m-words#@kvs1980m#2117.343#2117.667
442	мере	мера	NOUN	_	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing	_	_	_	@kvs1980m-words#@kvs1980m#2117.667#2117.991
443	так	так	ADV	_	Degree=Pos	_	_	_	@kvs1980m-words#@kvs1980m#2117.991#2118.315
444	выглядит	выглядеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@kvs1980m-words#@kvs1980m#2118.315#2118.639
445	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@kvs1980m-words#@kvs1980m#2118.639#2118.963
446	со	с	ADP	_	_	_	_	_	@kvs1980m-words#@kvs1980m#2118.963#2119.287
447	стороны	сторона	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@kvs1980m-words#@kvs1980m#2119.287#2119.611
448	да	да	PART	_	_	_	_	_	@kvs1980m-words#@kvs1980m#2119.611#2119.935
449	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@kvs1980m-words#@kvs1980m#2119.935#2120.259
450	осмеливаешься	осмеливаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@kvs1980m-words#@kvs1980m#2120.259#2120.583
451	говорить	говорить	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@kvs1980m-words#@kvs1980m#2120.583#2120.907
452	вещи	вещь	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	@kvs1980m-words#@kvs1980m#2120.907#2121.231
453	которые	который	PRON	_	Case=Acc	_	_	_	@kvs1980m-words#@kvs1980m#2121.231#2121.555
454	/	/	PUNCT	_	_	_	_	_	@kvs1980m-words#@kvs1980m#2121.555#2121.879
455	царапают	царапать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@kvs1980m-words#@kvs1980m#2121.879#2122.203
456	ухо	ухо	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@kvs1980m-words#@kvs1980m#2122.203#2122.527
457	/	/	PUNCT	_	_	_	_	_	@kvs1980m-words#@kvs1980m#2122.527#2122.851
458	Дудя	Дудь	PROPN	_	Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@kvs1980m-words#@kvs1980m#2122.851#2123.175
459	/	/	PUNCT	_	_	_	_	_	@kvs1980m-words#@kvs1980m#2123.175#2123.499
460	которые	который	PRON	_	Case=Nom	_	_	_	@kvs1980m-words#@kvs1980m#2123.499#2123.823
461	раздражают	раздражать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@kvs1980m-words#@kvs1980m#2123.823#2124.147
462	многих	много	NUM	_	_	_	_	_	@kvs1980m-words#@kvs1980m#2124.147#2124.471
463	из	из	ADP	_	_	_	_	_	@kvs1980m-words#@kvs1980m#2124.471#2124.795
464	них	они	PRON	_	Case=Gen|Number=Plur|Person=3	_	_	_	@kvs1980m-words#@kvs1980m#2124.795#2125.119
465	/	/	PUNCT	_	_	_	_	_	@kvs1980m-words#@kvs1980m#2125.119#2125.443
466	которые	который	PRON	_	Case=Nom	_	_	_	@kvs1980m-words#@kvs1980m#2125.443#2125.767
467	[нрзб]	[нрзб]		_	_	_	_	_	@kvs1980m-words#@kvs1980m#2125.767#2126.091
468	/	/	PUNCT	_	_	_	_	_	@kvs1980m-words#@kvs1980m#2126.091#2126.415
469	Сталин	Сталин	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@kvs1980m-words#@kvs1980m#2126.415#2126.739
470	/	/	PUNCT	_	_	_	_	_	@kvs1980m-words#@kvs1980m#2126.739#2127.063
471	Сталин	Сталин	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@kvs1980m-words#@kvs1980m#2127.063#2127.387
472	/	/	PUNCT	_	_	_	_	_	@kvs1980m-words#@kvs1980m#2127.387#2127.711
473	Сталин	Сталин	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@kvs1980m-words#@kvs1980m#2127.711#2128.035
474	оказывается	оказываться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@kvs1980m-words#@kvs1980m#2128.035#2128.359
475	может	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@kvs1980m-words#@kvs1980m#2128.359#2128.683
476	быть	быть	AUX	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@kvs1980m-words#@kvs1980m#2128.683#2129.007
477	ему	он	PRON	_	Case=Dat|Gender=Masc|Number=Sing|Person=3	_	_	_	@kvs1980m-words#@kvs1980m#2129.007#2129.331
478	и	и	CCONJ	_	_	_	_	_	@kvs1980m-words#@kvs1980m#2129.331#2129.655
479	молодому	молодой	ADJ	_	Case=Dat|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@kvs1980m-words#@kvs1980m#2129.655#2129.979
480	человеку	человек	NOUN	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@kvs1980m-words#@kvs1980m#2129.979#2130.303
481	понятен	понятный	ADJ	_	Degree=Pos|Gender=Masc|Number=Sing|Variant=Short	_	_	_	@kvs1980m-words#@kvs1980m#2130.303#2130.627
482	потому	потому	ADV	_	Degree=Pos	_	_	_	@kvs1980m-words#@kvs1980m#2130.627#2130.951
483	что	что	SCONJ	_	_	_	_	_	@kvs1980m-words#@kvs1980m#2130.951#2131.275
484	Сталин	Сталин	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@kvs1980m-words#@kvs1980m#2131.275#2131.599
485	тоже	тоже	PART	_	_	_	_	_	@kvs1980m-words#@kvs1980m#2131.599#2131.923
486	когда-то	когда-то	ADV	_	Degree=Pos	_	_	_	@kvs1980m-words#@kvs1980m#2131.923#2132.247
487	в	в	ADP	_	_	_	_	_	@kvs1980m-words#@kvs1980m#2132.247#2132.571
488	свое	свой	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	@kvs1980m-words#@kvs1980m#2132.571#2132.895
489	время	время	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@kvs1980m-words#@kvs1980m#2132.895#2133.219
490	был	быть	AUX	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@kvs1980m-words#@kvs1980m#2133.219#2133.543
491	молод	молодой	ADJ	_	Degree=Pos|Gender=Masc|Number=Sing|Variant=Short	_	_	_	@kvs1980m-words#@kvs1980m#2133.543#2133.867
492	и	и	CCONJ	_	_	_	_	_	@kvs1980m-words#@kvs1980m#2133.867#2134.191
493	что-то	что-то	PRON	_	Case=Nom	_	_	_	@kvs1980m-words#@kvs1980m#2134.191#2134.515
494	побудило	побудить	VERB	_	Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@kvs1980m-words#@kvs1980m#2134.515#2134.839
495	какая-то	какой-то	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@kvs1980m-words#@kvs1980m#2134.839#2135.163
496	/	/	PUNCT	_	_	_	_	_	@kvs1980m-words#@kvs1980m#2135.163#2135.487
497	сторона	сторона	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@kvs1980m-words#@kvs1980m#2135.487#2135.811
498	жизни	жизнь	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@kvs1980m-words#@kvs1980m#2135.811#2136.135
499	тогдашней	тогдашний	ADJ	_	Degree=Cmp	_	_	_	@kvs1980m-words#@kvs1980m#2136.135#2136.459
500	побудила	побудить	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@kvs1980m-words#@kvs1980m#2136.459#2136.783
501	Сталина	Сталин	PROPN	_	Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@kvs1980m-words#@kvs1980m#2136.783#2137.107
502	молодого	молодой	ADJ	_	Animacy=Anim|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@kvs1980m-words#@kvs1980m#2137.107#2137.431
503	Сталина	Сталин	PROPN	_	Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@kvs1980m-words#@kvs1980m#2137.431#2137.755
504	взяться	браться	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Mid	_	_	_	@kvs1980m-words#@kvs1980m#2137.755#2138.079
505	за	за	ADP	_	_	_	_	_	@kvs1980m-words#@kvs1980m#2138.079#2138.403
506	булыжник	булыжник	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@kvs1980m-words#@kvs1980m#2138.403#2138.727
507	/	/	PUNCT	_	_	_	_	_	@kvs1980m-words#@kvs1980m#2138.727#2139.051
508	и	и	CCONJ	_	_	_	_	_	@kvs1980m-words#@kvs1980m#2139.051#2139.375
509	не	не	PART	_	_	_	_	_	@kvs1980m-words#@kvs1980m#2139.375#2139.699
510	одного	один	NUM	_	Case=Gen|Gender=Masc	_	_	_	@kvs1980m-words#@kvs1980m#2139.699#2140.023
511	Сталина	Сталин	PROPN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@kvs1980m-words#@kvs1980m#2140.023#2140.347
512	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@kvs1980m-words#@kvs1980m#2140.347#2140.671
513	ведь	ведь	PART	_	_	_	_	_	@kvs1980m-words#@kvs1980m#2140.671#2140.995
514	все	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@kvs1980m-words#@kvs1980m#2140.995#2141.319
515	не	не	PART	_	_	_	_	_	@kvs1980m-words#@kvs1980m#2141.319#2141.643
516	дедушки	дедушка	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@kvs1980m-words#@kvs1980m#2141.643#2141.967
517	и	и	CCONJ	_	_	_	_	_	@kvs1980m-words#@kvs1980m#2141.967#2142.291
518	бабушки	бабушка	NOUN	_	Animacy=Anim|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@kvs1980m-words#@kvs1980m#2142.291#2142.615
519	мохнатые	мохнатый	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@kvs1980m-words#@kvs1980m#2142.615#2142.939
520	делали	делать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@kvs1980m-words#@kvs1980m#2142.939#2143.263
521	/	/	PUNCT	_	_	_	_	_	@kvs1980m-words#@kvs1980m#2143.263#2143.587
522	то	то	SCONJ	_	_	_	_	_	@kvs1980m-words#@kvs1980m#2143.587#2143.911
523	что	что	PRON	_	Case=Nom	_	_	_	@kvs1980m-words#@kvs1980m#2143.911#2144.235
524	происходило	происходить	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@kvs1980m-words#@kvs1980m#2144.235#2144.559
525	в	в	ADP	_	_	_	_	_	@kvs1980m-words#@kvs1980m#2144.559#2144.883
526	семнадцатом	семнадцатый	NUM	_	Case=Loc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@kvs1980m-words#@kvs1980m#2144.883#2145.207
527	году	год	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@kvs1980m-words#@kvs1980m#2145.207#2145.544
528	да	да	CCONJ	_	_	_	_	_	@kvs1980m-words#@kvs1980m#2146.793#2147.111
529	ну	ну	PART	_	_	_	_	_	@kvs1980m-words#@kvs1980m#2147.111#2147.429
530	вот	вот	PART	_	_	_	_	_	@kvs1980m-words#@kvs1980m#2147.429#2147.747
531	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@kvs1980m-words#@kvs1980m#2147.747#2148.065
532	интересно	интересный	ADV	_	Degree=Pos	_	_	_	@kvs1980m-words#@kvs1980m#2148.065#2148.383
533	молодая	молодой	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@kvs1980m-words#@kvs1980m#2148.383#2148.701
534	аудитория	аудитория	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@kvs1980m-words#@kvs1980m#2148.701#2149.019
535	которую	который	PRON	_	Case=Acc	_	_	_	@kvs1980m-words#@kvs1980m#2149.019#2149.337
536	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@kvs1980m-words#@kvs1980m#2149.337#2149.655
537	увидел	видеть	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@kvs1980m-words#@kvs1980m#2149.655#2149.973
538	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@kvs1980m-words#@kvs1980m#2149.973#2150.291
539	/	/	PUNCT	_	_	_	_	_	@kvs1980m-words#@kvs1980m#2150.291#2150.609
540	успел	успеть	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@kvs1980m-words#@kvs1980m#2150.609#2150.927
541	почувствовать	почувствовать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@kvs1980m-words#@kvs1980m#2150.927#2151.245
542	смог	мочь	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@kvs1980m-words#@kvs1980m#2151.245#2151.563
543	почувствовать	почувствовать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@kvs1980m-words#@kvs1980m#2151.563#2151.881
544	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@kvs1980m-words#@kvs1980m#2151.881#2152.199
545	в	в	ADP	_	_	_	_	_	@kvs1980m-words#@kvs1980m#2152.199#2152.517
546	пустоту	пустота	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@kvs1980m-words#@kvs1980m#2152.517#2152.835
547	говоришь	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@kvs1980m-words#@kvs1980m#2152.835#2153.153
548	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@kvs1980m-words#@kvs1980m#2153.153#2153.471
549	с	с	ADP	_	_	_	_	_	@kvs1980m-words#@kvs1980m#2153.471#2153.789
550	мельницами	мельница	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Plur	_	_	_	@kvs1980m-words#@kvs1980m#2153.789#2154.107
551	говоришь	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@kvs1980m-words#@kvs1980m#2154.107#2154.425
552	или	или	CCONJ	_	_	_	_	_	@kvs1980m-words#@kvs1980m#2154.425#2154.743
553	нет	нет	PART	_	_	_	_	_	@kvs1980m-words#@kvs1980m#2154.743#2155.068
554	спецприглашенных	приглашеть	VERB	_	Aspect=Perf|Case=Gen|Number=Plur|Tense=Past|VerbForm=Part|Voice=Pass	_	_	_	@kvs1980m-words#@kvs1980m#2196.687#2198.55
555	через	через	ADP	_	_	_	_	_	@kvs1980m-words#@kvs1980m#2226.6#2227.128
556	забор	забор	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@kvs1980m-words#@kvs1980m#2227.128#2227.657
557	да	да	PART	_	_	_	_	_	@evb1991m-words#@evb1991m#1929.695#1930.059
558	да	да	PART	_	_	_	_	_	@evb1991m-words#@evb1991m#1939.055#1939.415
559	на	на	ADP	_	_	_	_	_	@evb1991m-words#@evb1991m#1939.415#1939.775
560	стендап	стендап	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#1939.775#1940.135
561	в	в	ADP	_	_	_	_	_	@evb1991m-words#@evb1991m#1940.135#1940.495
562	стендап	стендап	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#1940.495#1940.855
563	эээ	эээ	INTJ	_	_	_	_	_	@evb1991m-words#@evb1991m#1940.855#1941.215
564	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@evb1991m-words#@evb1991m#1941.215#1941.575
565	собирал	собирать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#1941.575#1941.935
566	только	только	PART	_	_	_	_	_	@evb1991m-words#@evb1991m#1941.935#1942.295
567	ээ	ээ	INTJ	_	_	_	_	_	@evb1991m-words#@evb1991m#1942.295#1942.655
568	рассказывал	рассказывать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#1942.655#1943.015
569	истории	история	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	@evb1991m-words#@evb1991m#1943.015#1943.375
570	непосредственно	непосредственно	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#1943.375#1943.735
571	ээ	ээ	INTJ	_	_	_	_	_	@evb1991m-words#@evb1991m#1943.735#1944.095
572	как	как	SCONJ	_	_	_	_	_	@evb1991m-words#@evb1991m#1944.095#1944.455
573	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@evb1991m-words#@evb1991m#1944.455#1944.815
574	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#1944.815#1945.175
575	наше	наш	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#1945.175#1945.535
576	приключение	приключение	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#1945.535#1945.895
577	там	там	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#1945.895#1946.255
578	по	по	ADP	_	_	_	_	_	@evb1991m-words#@evb1991m#1946.255#1946.615
579	Америке	Америка	PROPN	_	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#1946.615#1946.975
580	как	как	SCONJ	_	_	_	_	_	@evb1991m-words#@evb1991m#1946.975#1947.335
581	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@evb1991m-words#@evb1991m#1947.335#1947.695
582	ездили	ездить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#1947.695#1948.055
583	и	и	PART	_	_	_	_	_	@evb1991m-words#@evb1991m#1948.055#1948.415
584	так	так	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#1948.415#1948.775
585	далее	далее	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#1948.775#1949.138
586	нет	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#1950.944#1951.367
587	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#1951.367#1951.79
588	общение	общение	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#1951.79#1952.213
589	было	быть	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#1952.213#1952.637
590	эээ	эээ	INTJ	_	_	_	_	_	@evb1991m-words#@evb1991m#1953.932#1954.346
591	общение	общение	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#1954.346#1954.76
592	был	быть	AUX	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#1954.76#1955.174
593	ну	ну	PART	_	_	_	_	_	@evb1991m-words#@evb1991m#1955.174#1955.588
594	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#1955.588#1956.002
595	эээ	эээ	INTJ	_	_	_	_	_	@evb1991m-words#@evb1991m#1956.002#1956.416
596	молодые	молодой	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@evb1991m-words#@evb1991m#1956.416#1956.83
597	люди	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@evb1991m-words#@evb1991m#1956.83#1957.244
598	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#1957.244#1957.658
599	кто-то	кто-то	PRON	_	Case=Nom	_	_	_	@evb1991m-words#@evb1991m#1957.658#1958.072
600	учится	учиться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@evb1991m-words#@evb1991m#1958.072#1958.486
601	в	в	ADP	_	_	_	_	_	@evb1991m-words#@evb1991m#1958.486#1958.9
602	институте	институт	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#1958.9#1959.314
603	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#1959.314#1959.728
604	кто-то	кто-то	PRON	_	Case=Nom	_	_	_	@evb1991m-words#@evb1991m#1959.728#1960.142
605	работает	работать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#1960.142#1960.556
606	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#1960.556#1960.97
607	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#1960.97#1961.384
608	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#1961.384#1961.798
609	обычные	обычный	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@evb1991m-words#@evb1991m#1961.798#1962.212
610	обычные	обычный	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@evb1991m-words#@evb1991m#1962.212#1962.626
611	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#1962.626#1963.04
612	люди	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@evb1991m-words#@evb1991m#1963.04#1963.454
613	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#1963.454#1963.868
614	даже	даже	PART	_	_	_	_	_	@evb1991m-words#@evb1991m#1963.868#1964.282
615	сложно	сложно	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#1964.282#1964.696
616	как-то	как-то	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#1964.696#1965.11
617	сказать	сказать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#1965.11#1965.524
618	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#1965.524#1965.938
619	есть	быть	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#1965.938#1966.352
620	и	и	CCONJ	_	_	_	_	_	@evb1991m-words#@evb1991m#1966.352#1966.766
621	моментами	момент	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Plur	_	_	_	@evb1991m-words#@evb1991m#1966.766#1967.18
622	удивляли	удивлять	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#1967.18#1967.594
623	там	там	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#1967.594#1968.008
624	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#1968.008#1968.422
