ID;Word ;Lemma;Pos;Extra;Features;Headposition;Relation;;EverythingElse
450;бывают;бывать;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#169.7#169.967
451;сбои;сбой;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur;_;_;_;@dtp1985m-words#@dtp1985m#169.967#170.234
452;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing ;_;_;_;@dtp1985m-words#@dtp1985m#170.234#170.501
453;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#170.501#170.768
454;наверное;наверное;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#170.768#171.035
455;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#171.035#171.302
456;глупо;глупый;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#171.302#171.58
457;люди;человек;NOUN;_;Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur;_;_;_;@dtp1985m-words#@dtp1985m#171.58#171.855
458;получают;получать;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#171.855#172.13
459;там;там;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#172.13#172.405
460;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#172.405#172.68
461;по;по;ADP;_;_;_;_;_;@dtp1985m-words#@dtp1985m#172.68#172.955
462;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#172.955#173.23
463;десять;десять;NUM;_;Case=Nom;_;_;_;@dtp1985m-words#@dtp1985m#173.23#173.505
464;миллионов;миллион;NUM;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur;_;_;_;@dtp1985m-words#@dtp1985m#173.505#173.78
465;евро;евро;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur;_;_;_;@dtp1985m-words#@dtp1985m#173.78#174.055
466;в;в;ADP;_;_;_;_;_;@dtp1985m-words#@dtp1985m#174.055#174.33
467;футбольных;футбольный;ADJ;_;Case=Loc|Degree=Pos|Number=Plur;_;_;_;@dtp1985m-words#@dtp1985m#174.33#174.605
468;клубах;клуб;NOUN;_;Animacy=Inan|Case=Loc|Gender=Masc|Number=Plur;_;_;_;@dtp1985m-words#@dtp1985m#174.605#174.88
469;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#174.88#175.155
470;и;и;CCONJ;_;_;_;_;_;@dtp1985m-words#@dtp1985m#175.155#175.43
471;у;у;ADP;_;_;_;_;_;@dtp1985m-words#@dtp1985m#175.43#175.705
472;них;они;PRON;_;Case=Gen|Number=Plur|Person=3;_;_;_;@dtp1985m-words#@dtp1985m#175.705#175.98
473;бывают;бывать;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#175.98#176.255
474;такие;такой;DET;_;Case=Acc|Number=Plur;_;_;_;@dtp1985m-words#@dtp1985m#176.255#176.53
475;сбои;сбой;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur;_;_;_;@dtp1985m-words#@dtp1985m#176.53#176.82
476;что;что;PRON;_;Case=Acc;_;_;_;@dtp1985m-words#@dtp1985m#176.82#177.186
477;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;_;_;_;@dtp1985m-words#@dtp1985m#177.186#177.552
478;всей;весь;DET;_;Case=Ins|Gender=Fem|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#177.552#177.918
479;страной;страна;NOUN;_;Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#177.918#178.284
480;обсуждаем;обсуждать;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#178.284#178.65
481;вот;вот;PART;_;_;_;_;_;@dtp1985m-words#@dtp1985m#178.94#179.197
482;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#179.197#179.454
483;и;и;CCONJ;_;_;_;_;_;@dtp1985m-words#@dtp1985m#179.454#179.711
484;тем;то;PRON;_;Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#179.711#179.968
485;более;более;ADV;_;Degree=Cmp;_;_;_;@dtp1985m-words#@dtp1985m#179.968#180.225
486;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#180.225#180.482
487;у;у;ADP;_;_;_;_;_;@dtp1985m-words#@dtp1985m#180.482#180.739
488;нас;мы;PRON;_;Case=Gen|Number=Plur|Person=1;_;_;_;@dtp1985m-words#@dtp1985m#180.739#180.996
489;тоже;тоже;СCONJ;_;_;_;_;_;@dtp1985m-words#@dtp1985m#180.996#181.253
490;бывает;бывать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#181.253#181.51
491;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#181.51#181.767
492;это;это;DET;_;Case=Nom|Gender=Neut|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#181.767#182.024
493;творчество;творчество;NOUN;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#182.024#182.281
494;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#182.281#182.538
495;поэтому;поэтому;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#182.538#182.795
496;бывает;бывать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#182.795#183.052
497;всё;все;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#183.052#183.31
498;это;это;PRON;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#186.91#187.148
499;не;не;PART;_;_;_;_;_;@dtp1985m-words#@dtp1985m#187.148#187.386
500;эпично;эпично;ADV ;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#187.386#187.624
501;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#187.624#187.862
502;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#187.862#188.1
503;не;не;PART;_;_;_;_;_;@dtp1985m-words#@dtp1985m#188.1#188.338
504;так;так;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#188.338#188.576
505;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#188.576#188.814
506;как;как;SCONJ;_;_;_;_;_;@dtp1985m-words#@dtp1985m#188.814#189.052
507;Россия;Россия;PROPN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#189.052#189.29
508;Уэльс;Уэльс;PROPN;_;Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#189.29#189.528
509;ноль;нуль;NUM;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#189.528#189.766
510;три;три;NUM;_;Case=Nom;_;_;_;@dtp1985m-words#@dtp1985m#189.766#190.004
511;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#190.004#190.242
512;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#190.242#190.48
513;в;в;ADP;_;_;_;_;_;@dtp1985m-words#@dtp1985m#190.49#190.844
514;этом;это;PRON;_;Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#190.844#191.198
515;нет;нет;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#191.198#191.552
516;никакой;никакой;DET;_;Case=Gen|Gender=Fem|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#191.552#191.906
517;эпичности;эпичность;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#191.906#192.26
518;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#192.57#192.955
519;просто;просто;PART;_;_;_;_;_;@dtp1985m-words#@dtp1985m#192.955#193.34
520;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#193.34#193.725
521;ай;ай;INTJ;_;_;_;_;_;@dtp1985m-words#@dtp1985m#193.725#194.11
522;ну;ну;PART;_;_;_;_;_;@dtp1985m-words#@dtp1985m#194.15#194.31
523;хорошо;хорошо;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#194.31#194.47
524;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#194.47#194.63
525;ладно;ладно;PART;_;_;_;_;_;@dtp1985m-words#@dtp1985m#194.63#194.79
526;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#194.79#194.95
527;давайте;давать;VERB;_;Aspect=Imp|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#194.95#195.11
528;да;да;PART;_;_;_;_;_;@dtp1985m-words#@dtp1985m#195.11#195.27
529;иногда;иногда;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#197.13#197.529
530;выходит;выйти;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#197.529#197.928
531;наш;наш;DET;_;Case=Nom|Gender=Masc|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#197.928#198.327
532;креативный;креативный;ADJ;_;Case=Nom|Degree=Pos|Gender=Masc|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#198.327#198.726
533;продюссер;продюссер;NOUN;_;Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#198.726#199.125
534;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#199.125#199.524
535;Стас;Стас;PROPN;_;Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#199.524#199.923
536;Шеминов;Шеминов;PROPN;_;Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#199.923#200.322
537;с;с;ADP;_;_;_;_;_;@dtp1985m-words#@dtp1985m#200.322#200.721
538;очень;очень;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#200.721#201.12
539;кислым;кислый;ADJ;_;Case=Ins|Degree=Pos|Gender=Neut|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#201.12#201.519
540;лицом;лицо;NOUN;_;Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#201.519#201.92
541;из;из;ADP;_;_;_;_;_;@dtp1985m-words#@dtp1985m#201.95#202.234
542;ПТСКи;Птска;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#202.234#202.518
543;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#202.518#202.802
544;просто;просто;PART;_;_;_;_;_;@dtp1985m-words#@dtp1985m#202.802#203.086
545;вот;вот;PART;_;_;_;_;_;@dtp1985m-words#@dtp1985m#203.086#203.37
546;один;один;NUM;_;Case=Nom|Gender=Masc;_;_;_;@dtp1985m-words#@dtp1985m#203.37#203.654
547;нос;нос;NOUN;_;Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#203.654#203.938
548;виднеется;виднеться;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid;_;_;_;@dtp1985m-words#@dtp1985m#203.938#204.222
549;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#204.222#204.506
550;и;и;CCONJ;_;_;_;_;_;@dtp1985m-words#@dtp1985m#204.506#204.79
551;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;_;_;_;@dtp1985m-words#@dtp1985m#204.79#205.074
552;понимаем;понимать;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#205.074#205.358
553;что;что;SCONJ;_;_;_;_;_;@dtp1985m-words#@dtp1985m#205.358#205.642
554;что-то;что-то;PRON;_;Case=Nom;_;_;_;@dtp1985m-words#@dtp1985m#205.642#205.926
555;пошло;пойти;VERB;_;Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#205.926#206.21
556;не;не;PART;_;_;_;_;_;@dtp1985m-words#@dtp1985m#206.21#206.494
557;так;так;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#206.494#206.778
558;он;он;PRON;_;Case=Nom|Gender=Masc|Number=Sing|Person=3;_;_;_;@dtp1985m-words#@dtp1985m#206.778#207.062
559;говорит;говорить;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#207.062#207.346
560;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#207.346#207.63
561;ребят;ребята;NOUN;_;Animacy=Anim|Case=Gen|Gender=Neut|Number=Plur;_;_;_;@dtp1985m-words#@dtp1985m#207.63#207.92
562;давайте;давать;VERB;_;Aspect=Imp|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#209.01#209.81
563;вот;вот;PART;_;_;_;_;_;@dtp1985m-words#@dtp1985m#210.7#211.2
564;ну;ну;INTJ;_;_;_;_;_;@dtp1985m-words#@dtp1985m#211.28#211.602
565;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#211.602#211.924
566;то есть ;то есть;CCONJ;_;;_;_;_;@dtp1985m-words#@dtp1985m#211.924#212.246
567;чего-то;что-то;PRON;_;Case=Gen;_;_;_;@dtp1985m-words#@dtp1985m#212.568#212.89
568;такого;такой;DET;_;Case=Gen|Gender=Masc|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#212.89#213.212
569;катастрофического;катастрофический;ADJ;_;Case=Gen|Degree=Pos|Gender=Masc|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#213.212#213.534
570;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#213.534#213.856
571;чтоб;чтобы;SCONJ;_;Mood=Cnd;_;_;_;@dtp1985m-words#@dtp1985m#213.856#214.178
572;не;не;PART;_;_;_;_;_;@dtp1985m-words#@dtp1985m#214.178#214.5
573;поперло;попереть;VERB;_;Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#214.5#214.822
574;так;так;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#214.822#215.144
575;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#215.144#215.466
576;что;что;SCONJ;_;_;_;_;_;@dtp1985m-words#@dtp1985m#215.466#215.788
577;приехал;приехать;VERB;_;Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#215.788#216.11
578;генеральный;генеральный;ADJ;_;Case=Nom|Degree=Pos|Gender=Masc|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#216.11#216.432
579;директор;директор;NOUN;_;Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#216.432#216.754
580;ТНТ;ТНТ;PROPN;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#216.754#217.076
581;и;и;CCONJ;_;_;_;_;_;@dtp1985m-words#@dtp1985m#217.076#217.398
582;повесил;вешать;VERB;_;Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#217.398#217.72
583;над;над;ADP;_;_;_;_;_;@dtp1985m-words#@dtp1985m#217.72#218.042
584;нами;мы;PRON;_;Case=Ins|Number=Plur|Person=1;_;_;_;@dtp1985m-words#@dtp1985m#218.042#218.364
585;там;там;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#218.364#218.686
586;вопрос;вопрос;NOUN;_;Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#218.686#219.008
587;уволнения;уволнение;NOUN;_;Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#219.008#219.33
588;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#219.33#219.652
589;такого;такой;DET;_;Case=Gen|Gender=Masc|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#219.652#219.974
590;такого;такой;DET;_;Case=Gen|Gender=Masc|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#219.974#220.296
591;не;не;PART;_;_;_;_;_;@dtp1985m-words#@dtp1985m#220.296#220.618
592;бывает;бывать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#220.618#220.95
593;так;так;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#229.89#230.27
594;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#230.27#230.65
595;нет;нет;PART;_;;_;_;_;@dtp1985m-words#@dtp1985m#232.42#232.6
596;в;в;ADP;_;_;_;_;_;@dtp1985m-words#@dtp1985m#232.89#233.16
597;глобальном;глобальный;ADJ;_;Case=Loc|Degree=Pos|Gender=Masc|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#233.16#233.43
598;смысле;смысл;NOUN;_;Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#233.43#233.7
599;конечно;конечно;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#233.7#233.97
600;привязано;привязать;VERB;_;Aspect=Perf|Gender=Neut|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass;_;_;_;@dtp1985m-words#@dtp1985m#233.97#234.24
601;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#234.24#234.51
602;если;если;SCONJ;_;_;_;_;_;@dtp1985m-words#@dtp1985m#234.51#234.78
603;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;_;_;_;@dtp1985m-words#@dtp1985m#234.78#235.05
604;начнем;начать;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#235.05#235.32
605;шутить;шутить;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#235.32#235.59
606;очень;очень;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#235.59#235.86
607;плохо;плохо;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#235.86#236.13
608;и;и;CCONJ;_;_;_;_;_;@dtp1985m-words#@dtp1985m#236.13#236.4
609;передачу;передача;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#236.4#236.67
610;перестануть;перестануть;VERB;_;Aspect=Perf|VerbForm=Inf|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#236.67#236.94
611;смотреть;смотреть;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#236.94#237.21
612;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#237.21#237.48
613;скорее всего;скорее всего;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#237.48#237.75
614;гонорар;гонорар;NOUN;_;Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#238.02#238.29
615;будет;быть;AUX;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#238.29#238.56
616;равен;равный;ADJ;_;Degree=Pos|Gender=Masc|Number=Sing|Variant=Short;_;_;_;@dtp1985m-words#@dtp1985m#238.56#238.83
617;нулю;нуль;NUM;_;Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#238.83#239.12
618;и;и;CCONJ;_;_;_;_;_;@dtp1985m-words#@dtp1985m#239.3#239.588
619;наше;наш;DET;_;Case=Acc|Gender=Neut|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#239.588#239.876
620;собственно;собственно;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#239.876#240.164
621;присутсвие;присутсвие;NOUN;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#240.164#240.452
622;на;на;ADP;_;_;_;_;_;@dtp1985m-words#@dtp1985m#240.452#240.74
623;канале;канал;NOUN;_;Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#240.74#241.028
624;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#241.028#241.316
625;эээ;эээ;INTJ;_;_;_;_;_;@dtp1985m-words#@dtp1985m#241.316#241.604
626;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#241.604#241.892
627;но;но;CCONJ;_;_;_;_;_;@dtp1985m-words#@dtp1985m#241.892#242.18
628;нет;нет;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#242.18#242.468
629;такого;такой;DET;_;Case=Gen|Gender=Neut|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#242.468#242.756
630;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#242.756#243.044
631;что;что;SCONJ;_;_;_;_;_;@dtp1985m-words#@dtp1985m#243.044#243.332
632;сегодня;сегодня;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#243.332#243.62
633;вы;вы;PRON;_;Case=Nom|Number=Plur|Person=2;_;_;_;@dtp1985m-words#@dtp1985m#243.62#243.908
634;выступили;выступать;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#243.908#244.196
635;смешнее;смешной;ADJ;_;Degree=Cmp;_;_;_;@dtp1985m-words#@dtp1985m#244.196#244.484
636;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#244.484#244.772
637;поэтому;поэтому;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#244.772#245.06
638;вы;вы;PRON;_;Case=Nom|Number=Plur|Person=2;_;_;_;@dtp1985m-words#@dtp1985m#245.06#245.348
639;получаете;получать;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#245.348#245.636
640;сто;сто;NUM;_;Case=Nom;_;_;_;@dtp1985m-words#@dtp1985m#245.636#245.924
641;тычяч;тычяча;NUM;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur;_;_;_;@dtp1985m-words#@dtp1985m#245.924#246.212
642;рублей;рубль;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur;_;_;_;@dtp1985m-words#@dtp1985m#246.212#246.5
643;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#246.5#246.788
644;а;а;CCONJ;_;_;_;_;_;@dtp1985m-words#@dtp1985m#246.788#247.076
645;завтра;завтра;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#247.076#247.364
646;по;по;ADP;_;_;_;_;_;@dtp1985m-words#@dtp1985m#247.364#247.652
647;нашему;наш;DET;_;Case=Dat|Gender=Neut|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#247.652#247.94
648;мнению;мнение;NOUN;_;Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#247.94#248.228
649;вы;вы;PRON;_;Case=Nom|Number=Plur|Person=2;_;_;_;@dtp1985m-words#@dtp1985m#248.228#248.516
650;выступили;выступать;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#248.516#248.804
651;не;не;PART;_;_;_;_;_;@dtp1985m-words#@dtp1985m#248.804#249.092
652;так;так;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#249.092#249.38
653;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#249.38#249.668
654;поэтому;поэтому;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#249.668#249.956
655;получаете;получать;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#249.956#250.244
656;чуть;чуть;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#250.244#250.532
657;меньше;мало;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#250.532#250.85
658;потому;потому;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#250.85#251.016
659;что;что;SCONJ;_;_;_;_;_;@dtp1985m-words#@dtp1985m#251.016#251.182
660;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#251.182#251.348
661;же;же;PART;_;_;_;_;_;@dtp1985m-words#@dtp1985m#251.348#251.514
662;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#251.514#251.68
663;как;как;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#251.68#251.846
664;это;это;PRON;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#251.846#252.012
